Date,Year,Month,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
10/01/13,2013,10,Pioneertele Me,8008089000 PIONEERTELE - 888-4926878 ME 8304,8.92,debit,Home Phone,Fidelity Investments Investment Rewards Signature Visa,,
10/01/13,2013,10,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC 5225,25.85,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
10/01/13,2013,10,Town Country Service,TOWN & COUNTRY SERVICE - 919-967-7592 NC 0016,330,debit,Housecleaning,Fidelity Investments Investment Rewards Signature Visa,,
10/01/13,2013,10,Harris Teeter,HARRIS TEETER #0117 - CHAPEL HILL NC 0348,22.88,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
10/01/13,2013,10,Ancestry.com,ANC*ANCESTRY.COM - 800-2623787 UT 8658,77.7,debit,Hobbies,Fidelity Investments Investment Rewards Signature Visa,,
10/01/13,2013,10,Raleigh Parking Meters,RALEIGH PARKING METERS RALEIGH NC,2,debit,Ali Parking,COLLEGE CARD,,
10/01/13,2013,10,Yuri Japanese,YURI JAPANESE CARY NC,20,debit,Restaurants,COLLEGE CARD,,
10/01/13,2013,10,Blue Cross,BCBS OF NC MHS ONLINE PMT 131001,441.82,debit,Health Insurance,Schwab,,
10/01/13,2013,10,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",8.5,debit,Restaurants,Schwab,,
09/30/13,2013,9,Mediterranean Deli,MEDITERRANEAN DELI  CHAPEL HILL9199672666 320132730483876327,55.53,debit,Restaurants,Costco AmEx,,
09/30/13,2013,9,411 West Italian Cafe,411 WEST ITALIAN CAFCHAPEL HILL547759      RESTAURANT 320132730483876328,55.09,debit,Restaurants,Costco AmEx,,
09/30/13,2013,9,Netflix,NETFLIX.COM - NETFLIX.COM CA 5671,8.59,debit,Movies & DVDs,Fidelity Investments Investment Rewards Signature Visa,,
09/30/13,2013,9,Harris Teeter,HARRIS TEETER #0297 - CARRBORO NC 6592,4.57,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
09/30/13,2013,9,NY Times,NY TIMES NATL SALES - 800-698-4637 NY 5879,64.4,debit,Reading,Fidelity Investments Investment Rewards Signature Visa,,
09/30/13,2013,9,Hazmat,HAZMAT CHAPEL HILL - CHAPEL HILL NC 0058,64.5,debit,Clothing,Fidelity Investments Investment Rewards Signature Visa,,
09/30/13,2013,9,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC 9700,51.8,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
09/30/13,2013,9,Labarchives Llc Ca,LABARCHIVES LLC 760-579-0334 CA,7.5,debit,Uncategorized,COLLEGE CARD,,
09/30/13,2013,9,Caribou Coffee,CARIBOU COFFEE CO # 306 CARY NC,11.7,debit,Coffee Shops,COLLEGE CARD,,
09/30/13,2013,9,Ncsu Bookstore,NCSU BOOKSTORE RALEIGH NC,3.81,debit,Books,COLLEGE CARD,,
09/30/13,2013,9,Gughlhupf Cafe,"GUGHLHUPF CAFE DURHAM, NC #0000001900",8.78,debit,Restaurants,Schwab,,
09/30/13,2013,9,Interest Paid,Interest Paid,1.54,credit,Interest Income,Schwab,,
09/30/13,2013,9,Weaver Street Market,WEAVER STREET MARKET HILLSBOROUGH,7.91,debit,Restaurants,Schwab,,
09/30/13,2013,9,Transfer to VISA,ONLINE SCHED PAYMENT REF #OPEQTSVJ3D TO VISA XXXXXXXXXXXX3452,597.63,debit,Credit Card Payment,Wells Fargo Checking Acct,,
09/29/13,2013,9,Aarp,AARP *MEMBERSHIP - 888-687-2277 CA 2002,63,debit,Charity,Fidelity Investments Investment Rewards Signature Visa,,
09/29/13,2013,9,TJS Beverage & Tobacco,TJ'S BEVERAGE & TOBACC - CARRBORO NC 0245,5.8,debit,Food & Dining,Fidelity Investments Investment Rewards Signature Visa,,
09/29/13,2013,9,Exxon,EXXONMOBIL 47317417 CARY NC,38.07,debit,Service & Parts,COLLEGE CARD,,
09/29/13,2013,9,Deposit Mobile Banking,Deposit Mobile Banking,696.49,credit,Income,Schwab,,
09/29/13,2013,9,Weaver Street Market,WEAVER STREET MARKET HILLSBOROUGH,16.64,debit,Restaurants,Schwab,,
09/29/13,2013,9,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",7,debit,Restaurants,Schwab,,
09/29/13,2013,9,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",4.5,debit,Restaurants,Schwab,,
09/29/13,2013,9,Five Guys,FIVE GUYS # 128 KNIGHTDALE NC,9.67,debit,Fast Food,COLLEGE CARD,,
09/28/13,2013,9,Wilco Fuel Plaza,WILCO 346 00003467 HICKORY NC 28603 US,10.08,debit,Gas & Fuel,Eric's Visa,,
09/28/13,2013,9,Echst Net Wa,ECHST.NET 866-4525108 WA 98101 US,26.79,debit,Uncategorized,Eric's Visa,,
09/28/13,2013,9,Bath,BATH & BODY WORKS 1263 - CHAPEL HILL NC 4018,16.13,debit,Personal Care,Fidelity Investments Investment Rewards Signature Visa,,
09/28/13,2013,9,Harris Teeter,HARRIS TEETER #0117 - CHAPEL HILL NC 9406,31.03,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
09/28/13,2013,9,Orange County ABC Board,ORANGE COUNTY ABC BOAR - CHAPEL HILL NC 5944,27.71,debit,Alcohol & Bars,Fidelity Investments Investment Rewards Signature Visa,,
09/28/13,2013,9,Hazmat,HAZMAT CHAPEL HILL - CHAPEL HILL NC 0087,75.25,debit,Clothing,Fidelity Investments Investment Rewards Signature Visa,,
09/28/13,2013,9,Whole Foods,WHOLEFDS CHP 10008 - CHAPEL HILL NC 9570,12.74,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
09/28/13,2013,9,Patronism Tx,PATRONISM - 512-695-6807 TX 0063,10,debit,Uncategorized,Fidelity Investments Investment Rewards Signature Visa,,
09/28/13,2013,9,Whole Foods,WHOLE FOODS MARK 81 So Chapel Hill,11.07,debit,Groceries,Schwab,,
09/28/13,2013,9,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",5.5,debit,Restaurants,Schwab,,
09/28/13,2013,9,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",7,debit,Restaurants,Schwab,,
09/28/13,2013,9,Transfer from Wells Fargo Checking Acct,PAYMENT,597.63,credit,Credit Card Payment,COLLEGE CARD,,
09/28/13,2013,9,Dreamwidth Studios Llc,DREAMWIDTH STUDIOS LLC 410-2415749 MD,17.5,debit,Uncategorized,COLLEGE CARD,,
09/27/13,2013,9,Wendy's,WENDYS #0048 ASHEVILLE NC 28803 US,6.41,debit,Fast Food,Eric's Visa,,
09/27/13,2013,9,Ruby Tuesday,RUBY TUESDAY #3183 0HICKORY56596774    8003250755 320132700444199325,65.06,debit,Restaurants,Costco AmEx,,
09/27/13,2013,9,Love's Country Stores,LOVE'S COUNTRY STOREMARION1922-8027   GAS STATION 320132700444199326,32.04,debit,Gas & Fuel,Costco AmEx,,
09/27/13,2013,9,Trader Joe's,TRADER JOE'S #745 QPS - CHAPEL HILL NC 6436,44.86,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
09/27/13,2013,9,Harris Teeter,HARRIS TEETER #0117 - CHAPEL HILL NC 7302,53.78,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
09/27/13,2013,9,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC 8590,30.08,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
09/27/13,2013,9,Summerwind Pools & Spas,SUMMERWIND POOLS & SPA - CARRBORO NC 6488,128.22,debit,Pool,Fidelity Investments Investment Rewards Signature Visa,,
09/27/13,2013,9,Gughlhupf Bakery,GUGHLHUPF BAKERY - DURHAM NC 2487,11.02,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
09/27/13,2013,9,Hazmat,HAZMAT CHAPEL HILL - CHAPEL HILL NC 0056,43,debit,Clothing,Fidelity Investments Investment Rewards Signature Visa,,
09/27/13,2013,9,Chase,CHASE MTGE ONLINE PMT 130927,1972.57,debit,Mortgage & Rent,Schwab,,
09/27/13,2013,9,Open Eye Cafe,"THE OPEN EYE CAFE,CARRBORO, NC #00000019",10,debit,Restaurants,Schwab,,
09/27/13,2013,9,IHOP,IHOP 3307 CARY NC,14.42,debit,Restaurants,COLLEGE CARD,,
09/27/13,2013,9,Check 1709,CHECK # 1709,370,debit,Check,Wells Fargo Checking Acct,,
09/27/13,2013,9,Deposit,DEPOSIT,2002,credit,Income,Wells Fargo Checking Acct,,
09/27/13,2013,9,Amazon,ON DEMAND 420611 Misc. Paym 130920 42490031D Amazon.com Payments ID#8087424,11.28,credit,Shopping,JDC Planning,,
09/27/13,2013,9,Picket Fence,PICKET FENCE REA ONLINE PMT 130927~ Tran,412.5,debit,Ali Rent,Schwab,,
09/26/13,2013,9,Shell,SHELL OIL 57544383607 ARDEN NC 28704 US,7.76,debit,Gas & Fuel,Eric's Visa,,
09/26/13,2013,9,Love Cntry Marion,LOVE'S CNTRY S MARION,2.29,debit,Uncategorized,Schwab,,
09/26/13,2013,9,Alans Jewelry & Pawn,ALANS JEWELRY & PAWN IN ASHEVILLE,231,debit,Clothing,Schwab,,
09/26/13,2013,9,Time Warner,TIME WARNER ONLINE PMT 130926,45.34,debit,CableTV/Internet,Schwab,,
09/26/13,2013,9,The Pig,"THE PIG CHAPEL HILL, NC #00000",25.75,debit,Restaurants,Schwab,,
09/26/13,2013,9,Withdrawal,Electronic Withdrawal,40,debit,Cash & ATM,Schwab,,
09/25/13,2013,9,Kerr Drug,KERR DRUG #103 ASHEVILLE NC 28801 US,11.18,debit,Pharmacy,Eric's Visa,,
09/25/13,2013,9,Echst Net Wa,ECHST.NET 866-4525108 WA 98101 US,16.74,debit,Uncategorized,Eric's Visa,,
09/25/13,2013,9,Top of the Hill,TOP OF THE HILL RESTCHAPEL HILL016186      RESTAURANT 320132680416913862,49,debit,Restaurants,Costco AmEx,,
09/25/13,2013,9,Amazon,AMAZON MKTPLACE PMTS - AMZN.COM/BIL WA 1889,24.5,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
09/25/13,2013,9,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC 5162,22.19,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
09/25/13,2013,9,Syds Hair Shop,SYD'S HAIR SHOP INC - CHAPEL HILL NC 0015,30,debit,Personal Care,Fidelity Investments Investment Rewards Signature Visa,,
09/25/13,2013,9,Caffe Driade,CAFFE DRIADE - CHAPEL HILL NC 1015,5.5,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
09/25/13,2013,9,Phydeaux,PHYDEAUX - CHAPEL HILL NC 0103,16.11,debit,Pet Food & Supplies,Fidelity Investments Investment Rewards Signature Visa,,
09/25/13,2013,9,Chapel Hill Comics,CHAPEL HILL COMPOUNDIN - CHAPEL HILL NC 3742,75,debit,Books,Fidelity Investments Investment Rewards Signature Visa,,
09/25/13,2013,9,Duke Energy,DUKE ENERGY UTIL. BILL,203.65,debit,ELECTRIC,Schwab,,
09/25/13,2013,9,Weaver Street Market,WEAVER STREET MARKET HILLSBOROUGH,8.51,debit,Restaurants,Schwab,,
09/25/13,2013,9,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",5.5,debit,Restaurants,Schwab,,
09/25/13,2013,9,Open Eye Cafe,"THE OPEN EYE CAFE,CARRBORO, NC #00000019",10.5,debit,Restaurants,Schwab,,
09/25/13,2013,9,Topatoco Fun Ma,TOPATOCO FUN STORE 413-527-5062 MA,25,debit,Uncategorized,COLLEGE CARD,,
09/25/13,2013,9,Food Lion,FOOD LION #0040 CARY NC,33.08,debit,Groceries,COLLEGE CARD,,
09/24/13,2013,9,Echst Net Wa,ECHST.NET 866-4525108 WA 98101 US,27.3,debit,Uncategorized,Eric's Visa,,
09/24/13,2013,9,Secu Lot Us 340 Victoria Road,SECU/340 VICTORIA RD. LOT ASHEVILLE NC 00000 US,60,debit,Uncategorized,Eric's Visa,,
09/24/13,2013,9,Ingles Markets,INGLES MARKETS #7 ASHEVILLE NC 28805 US,30.11,debit,Eric Living Expenses,Eric's Visa,,
09/24/13,2013,9,Cash Advance,CASH ADVANCE FEE,10,debit,Mortgage & Rent,Eric's Visa,,
09/24/13,2013,9,Ingles Markets,INGLES MARKETS #7 ASHEVILLE NC 28805 US,2.49,debit,Eric Living Expenses,Eric's Visa,,
09/24/13,2013,9,Biltmore Groceries,BILTMORE GROCERY ASHEVILLE NC 28801 US,6,debit,Groceries,Eric's Visa,,
09/24/13,2013,9,Spankys Chapel Hill,SPANKYS             CHAPEL HILL576861      RESTAURANT 320132670403128425,30.83,debit,Restaurants,Costco AmEx,,
09/24/13,2013,9,Lowe's,LOWES #00487* - CHAPEL HILL NC 5606,19.3,debit,Home Improvement,Fidelity Investments Investment Rewards Signature Visa,,
09/24/13,2013,9,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",5.5,debit,Restaurants,Schwab,,
09/24/13,2013,9,GameStop,GAMESTOP #4321 CARY NC,42.69,debit,Electronics & Software,COLLEGE CARD,,
09/24/13,2013,9,Transfer from BankAmericard Cash Rewards Signature Visa,"BANK OF AMERICA Credit Bal 130923 Cotton, James",1659.51,credit,Transfer,Wells Fargo Checking Acct,,
09/24/13,2013,9,Nc Owasa Util,NC-OWASA UTIL BILLS 201309 209436 JAMES COTTON,97.84,debit,Water,Wells Fargo Checking Acct,,
09/23/13,2013,9,Vs Com Dm,VS3.COM*DM@VS3.COM 800-6859236 CA 91302 US,5,debit,Uncategorized,Eric's Visa,,
09/23/13,2013,9,Cash Advance,CASH ADVANCE FEE,10,debit,Mortgage & Rent,Eric's Visa,,
09/23/13,2013,9,Secu Lot Us 340 Victoria Road,SECU/340 VICTORIA RD. LOT ASHEVILLE NC 00000 US,20,debit,Uncategorized,Eric's Visa,,
09/23/13,2013,9,Exxon,EXXONMOBIL 47411954 ASHEVILLE NC 28801 US,6.5,debit,Service & Parts,Eric's Visa,,
09/23/13,2013,9,Ingles Markets,ECHST.NET 866-4525108 WA 98101 US,2.49,debit,Eric Living Expenses,Eric's Visa,,
09/23/13,2013,9,Lowe's,LOWES #00617* ASHEVILLE NC 28805 US,9.61,debit,Home Improvement,Eric's Visa,,
09/23/13,2013,9,CVS,CVS PHARMACY #7588 Q03 ASHEVILLE NC 28804 US,6,debit,Pharmacy,Eric's Visa,,
09/23/13,2013,9,Exxon,EXXONMOBIL 47411954 ASHEVILLE NC 28801 US,6.66,debit,Service & Parts,Eric's Visa,,
09/23/13,2013,9,Cash Advance,CASH ADVANCE FEE,10,debit,Mortgage & Rent,Eric's Visa,,
09/23/13,2013,9,Wells Fargo,Wells Fargo Ba/ASHEVILLED ASHEVILLE NC 00000 US,63,debit,Cash & ATM,Eric's Visa,,
09/23/13,2013,9,Walgreens,WALGREENS #10212 ASHEVILLE NC 28805 US,7.28,debit,Pharmacy,Eric's Visa,,
09/23/13,2013,9,Panzanella,PANZANELLA - WEAVER CARRBORO000040      RESTAURANT 320132660389838502,19.64,debit,Restaurants,Costco AmEx,,
09/23/13,2013,9,LA Farm Bakery,LA FARM BAKERY 88430CARYACE970      BAKERY 320132660389838501,46.91,debit,Restaurants,Costco AmEx,,
09/23/13,2013,9,Unc Ch Ackland,UNC CH ACKLAND ART POS - CHAPEL HILL NC 0015,43.54,debit,Arts,Fidelity Investments Investment Rewards Signature Visa,,
09/23/13,2013,9,Weaver Street Market,WEAVER STREET MARKET HILLSBOROUGH,9.91,debit,Restaurants,Schwab,,
09/23/13,2013,9,Funds Transfer Brokerage,Funds Transfer from Brokerage -0561,178,credit,Transfer,Schwab,,
09/23/13,2013,9,Citimortgage,CITIMORTGAGE ONLINE PMT 130920,2681.54,debit,Mortgage & Rent,Schwab,,
09/23/13,2013,9,Transfer to Wells Fargo Checking Acct,ACH CREDIT BALANCE REF C_BANKTRANSACTION,1659.51,debit,Transfer,BankAmericard Cash Rewards Signature Visa,,
09/23/13,2013,9,Best Buy,BEST BUY 00001479,76.87,credit,Electronics & Software,BankAmericard Cash Rewards Signature Visa,,
09/23/13,2013,9,Whole Foods,POS PURCHASE - WHOLE FOODS MARK 81 So Chapel Hill NC 1015 00383264486217613,46.44,debit,Groceries,Wells Fargo Checking Acct,,
09/22/13,2013,9,Netflix,NETFLIX.COM,8.59,debit,Movies & DVDs,Chase VISA,,
09/22/13,2013,9,The Pig,"THE PIG CHAPEL HILL, NC #00000",19.83,debit,Restaurants,Schwab,,
09/21/13,2013,9,Easye,GOOGLE *easye GOOGLE.COM/CH CA 94043 US,78.75,debit,Uncategorized,Eric's Visa,,
09/21/13,2013,9,B J's Food Mart,BJ'S FOOD MART ASHVILLE NC 28806 US,13.35,debit,Groceries,Eric's Visa,,
09/21/13,2013,9,Delta,DELTA AIR LINES     ATLANTA18002211212 320132640364416654,575.6,debit,Air Travel,Costco AmEx,,
09/21/13,2013,9,Squid's Restaurant,SQUIDSRESTAURANT&OYSCHAPEL HILL336452      RESTAURANT 320132640364416655,22.89,debit,Restaurants,Costco AmEx,,
09/21/13,2013,9,Parking W Nc,RALEIGH NC PARKING W 919-9963996 NC,20,debit,Parking,COLLEGE CARD,,
09/21/13,2013,9,Interest Charged Dir,Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES,0,credit,Interest Income,BankAmericard Cash Rewards Signature Visa,,
09/21/13,2013,9,Interest Charged Purchases,Interest Charged on Purchases C_BANKCHARGES,0,credit,Bank Fee,BankAmericard Cash Rewards Signature Visa,,
09/21/13,2013,9,Interest Charged Balance,Interest Charged on Balance Transfers C_BANKCHARGES,0,credit,Interest Income,BankAmericard Cash Rewards Signature Visa,,
09/21/13,2013,9,Interest Charged Bank,Interest Charged on Bank Cash Advances C_BANKCHARGES,0,credit,Interest Income,BankAmericard Cash Rewards Signature Visa,,
09/21/13,2013,9,Pet Pad,THE PET PAD CARY NC,22.1,debit,Pet Food & Supplies,COLLEGE CARD,,
09/21/13,2013,9,Boston Market,BOSTON MARKET 0480 CARY NC,22.58,debit,Restaurants,COLLEGE CARD,,
09/21/13,2013,9,Open Eye Cafe,"THE OPEN EYE CAFE,CARRBORO, NC #00000019",9.75,debit,Restaurants,Schwab,,
09/21/13,2013,9,Whole Foods,WHOLE FOODS MARK 81 So Chapel Hill,11.07,debit,Groceries,Schwab,,
09/20/13,2013,9,Bob Evans,BOB EVANS REST #0321DURHAM06971929    8002727675 320132630350504249,16.47,debit,Restaurants,Costco AmEx,,
09/20/13,2013,9,Caribou Coffee,CARIBOU COFFEE CO # 306 CARY NC,6.66,debit,Coffee Shops,COLLEGE CARD,,
09/20/13,2013,9,AT&T,AT&T ONLINE PMT 130920,42.28,debit,Home Phone,Schwab,,
09/20/13,2013,9,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",5.5,debit,Restaurants,Schwab,,
09/20/13,2013,9,Check 1708,CHECK # 1708,20,debit,Check,Wells Fargo Checking Acct,,
09/19/13,2013,9,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC 4712,31.89,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
09/19/13,2013,9,Amazon Kindle,AMAZON SERVICES-KINDLE - 866-216-1072 WA 1656,10.74,debit,Books,Fidelity Investments Investment Rewards Signature Visa,,
09/19/13,2013,9,Trader Joe's,TRADER JOE'S #745 QPS - CHAPEL HILL NC 4225,15.82,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
09/19/13,2013,9,Amazon,AMAZON.COM - AMZN.COM/BIL WA 9614,0.35,credit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
09/19/13,2013,9,Animal Hospital Of Carrboro,THE ANIMAL HOSPITAL OF - CARRBORO NC 7602,220.69,debit,Pets,Fidelity Investments Investment Rewards Signature Visa,,
09/19/13,2013,9,Transfer from Schwab,PAYMENT,4575.81,credit,Credit Card Payment,BankAmericard Cash Rewards Signature Visa,,
09/19/13,2013,9,Kroger,KROGER #342 CARY NC,19.34,debit,Groceries,COLLEGE CARD,,
09/19/13,2013,9,Progress Energy (Ali),PROGRESSSE WEB_PAY SEP 13 00831756091713 JAMES COTTON,262.82,debit,Ali All Expenses,Wells Fargo Checking Acct,,
09/19/13,2013,9,Adt Broadview Online,ADT-BROADVIEW ONLINE PMT 130919,22.99,debit,Household,Schwab,,
09/19/13,2013,9,Caribou Coffee,"CARIBOU COFFEE CO CHAPEL HILL, NC #00000",3.31,debit,Coffee Shops,Schwab,,
09/19/13,2013,9,Transfer to BankAmericard Cash Rewards Signature Visa,BANK OF AMERICA ONLINE PMT 130919,4575.81,debit,Credit Card Payment,Schwab,,
09/19/13,2013,9,Withdrawal,Electronic Withdrawal,40,debit,Cash & ATM,Schwab,,
09/19/13,2013,9,Lowe's,LOWE'S #487 CHAPEL HILL,20.4,debit,Home Improvement,Schwab,,
09/19/13,2013,9,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",6.5,debit,Restaurants,Schwab,,
09/18/13,2013,9,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC 2933,24.79,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
09/18/13,2013,9,Amazon,AMAZON PRIME - 866-557-2820 NV 8646,79,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
09/18/13,2013,9,Transfer from Schwab,ELECTRONIC PAYMENT,500,credit,Credit Card Payment,Eric's Visa,,
09/18/13,2013,9,164 Restaurant,THE FEARRINGTON GRANFEARRINGTON7918164     RESTAURANT 320132610321774734,16.88,debit,Restaurants,Costco AmEx,,
09/18/13,2013,9,Withdrawal Reversal,Electronic Withdrawal (Reversal),65,credit,Income,Schwab,,
09/18/13,2013,9,Transfer to Eric's Visa,CAPITAL ONE CARD ONLINE PMT 130918,500,debit,Credit Card Payment,Schwab,,
09/18/13,2013,9,Bruegger's,"BRUEGGERS #48 CHAPEL HILL, NC #00000",7.9,debit,Restaurants,Schwab,,
09/18/13,2013,9,Deposit,Electronic Deposit,25000,credit,Income,Schwab,,
09/18/13,2013,9,Weaver Street Market,WEAVER STREET MARKET HILLSBOROUGH,9.44,debit,Restaurants,Schwab,,
09/18/13,2013,9,Verizon Wireless,"VZWRLSS*APOCC VISE800-922-0204, NJ #0000",221.86,debit,Mobile Phone,Schwab,,
09/18/13,2013,9,Withdrawal,Electronic Withdrawal,65,debit,Cash & ATM,Schwab,,
09/18/13,2013,9,Blue Cross,BCBS OF NC MHS ONLINE PMT 130918,272.33,debit,Health Insurance,Schwab,,
09/18/13,2013,9,Blue Cross,BCBS OF NC MHS ONLINE PMT 130918,244.67,debit,Health Insurance,Schwab,,
09/18/13,2013,9,Open Eye Cafe,"THE OPEN EYE CAFE,CARRBORO, NC #00000019",10.5,debit,Restaurants,Schwab,,
09/18/13,2013,9,Transfer from Wells Fargo Checking Acct,ONLINE TRANSFER FROM COTTON J CHECKING XXXXXXXXX0069 REF #IBE2KD6CHX ON 09/18/13,65,credit,Transfer,Eric,,
09/18/13,2013,9,Withdrawal Made In,WITHDRAWAL MADE IN A BRANCH/STORE,69,debit,Cash & ATM,Eric,,
09/18/13,2013,9,Transfer to Eric,ONLINE TRANSFER TO COTTON E WAY2SAVE CHECKING XXXXXXXXX9188 REF #IBE2KD6CHX ON 09/18/13,65,debit,Transfer,Wells Fargo Checking Acct,,
09/18/13,2013,9,Check 1707,CASHED CHECK # 1707,25,debit,Check,Wells Fargo Checking Acct,,
09/17/13,2013,9,USPS,USPS 36137695521001144 - CHAPEL HILL NC 2932,6.15,debit,Shipping,Fidelity Investments Investment Rewards Signature Visa,,
09/17/13,2013,9,Transfer to VISA,GREENPEACE USA 8007226995,20,debit,Credit Card Payment,Chase VISA,,
09/17/13,2013,9,Transfer from Schwab,PAYMENT,2300,credit,Credit Card Payment,BankAmericard Cash Rewards Signature Visa,,
09/17/13,2013,9,Raleigh Parking Meters,RALEIGH PARKING METERS RALEIGH NC,2,debit,Ali Parking,COLLEGE CARD,,
09/17/13,2013,9,Cary Family Healthcare,CARY FAMILY HEALTHCARE PACARY NC,15,debit,Doctor,COLLEGE CARD,,
09/17/13,2013,9,Exxon,EXXONMOBIL          CHAPEL HILLQ0D1093     919-933-2893 320132600308886076,32.76,debit,Service & Parts,Costco AmEx,,
09/17/13,2013,9,Transfer from Schwab,ELECTRONIC PAYMENT RECEIVED-THA 320132600308886077,985.95,credit,Credit Card Payment,Costco AmEx,,
09/17/13,2013,9,Caffe Driade,"CAFFE DRIADE CHAPEL HILL, NC #00000",6.25,debit,Restaurants,Schwab,,
09/17/13,2013,9,Rite Aid,RITE AID STORE #11359 CARY NC,20,credit,Pharmacy,COLLEGE CARD,,
09/17/13,2013,9,Kroger,KROGER #342 CARY NC,69.01,debit,Groceries,COLLEGE CARD,,
09/17/13,2013,9,Rite Aid,RITE AID STORE #11359 CARY NC,63.45,debit,Pharmacy,COLLEGE CARD,,
09/17/13,2013,9,YMCA,"CHC YMCA 9199425156 130917 XXXXX2061 and Vicki Cotton, Jame",69,debit,Gym,Wells Fargo Checking Acct,,
09/17/13,2013,9,Transfer from Eric,SAVE AS YOU GO TRANSFER CREDIT FROM XXXXXXXXXXX9188,2,credit,Transfer,WAY2SAVE? SAVINGS,,
09/17/13,2013,9,Transfer to BankAmericard Cash Rewards Signature Visa,BANK OF AMERICA ONLINE PMT 130917,2300,debit,Credit Card Payment,Schwab,,
09/17/13,2013,9,Transfer to Costco AmEx,AMERICAN EXPRESS ONLINE PMT 130917,985.95,debit,Credit Card Payment,Schwab,,
09/16/13,2013,9,Open Eye Cafe,"THE OPEN EYE CAFE, LLC - CARRBORO NC 0398",9.25,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
09/16/13,2013,9,USPS,USPS 36137695521001144 - CHAPEL HILL NC 2435,5.16,debit,Shipping,Fidelity Investments Investment Rewards Signature Visa,,
09/16/13,2013,9,Best Buy,BEST BUY 00001479 CARY NC,640.49,debit,Electronics & Software,BankAmericard Cash Rewards Signature Visa,,
09/16/13,2013,9,Panzanella,PANZANELLA - WEAVER CARRBORO000032      RESTAURANT 320132590295627343,80.15,debit,Restaurants,Costco AmEx,,
09/16/13,2013,9,411 West Italian Cafe,411 WEST ITALIAN CAFCHAPEL HILL545921      RESTAURANT 320132590295627342,38.16,debit,Restaurants,Costco AmEx,,
09/16/13,2013,9,Holiday Inn,Holiday Inn & Suite Asheville78860010    828-225-5550 320132590295627341,187.59,debit,Hotel,Costco AmEx,,
09/16/13,2013,9,Raleigh Parking Meters,RALEIGH PARKING METERS RALEIGH NC,2,debit,Ali Parking,COLLEGE CARD,,
09/16/13,2013,9,Caribou Coffee,CARIBOU COFFEE CO # 306 CARY NC,6.45,debit,Coffee Shops,COLLEGE CARD,,
09/16/13,2013,9,Transfer to Wells Fargo Checking Acct,ONLINE TRANSFER TO COTTON J CHECKING XXXXXXXXX0069 REF #IBEG5KQJND ON 09/16/13,130,debit,Transfer,Eric,,
09/16/13,2013,9,Eblen Short Stop,POS PURCHASE - EBLEN SHORT STOP ASHEVILLE NC 8392 00383257674128818,4,debit,Gas & Fuel,Eric,,
09/16/13,2013,9,Transfer to WAY2SAVE? SAVINGS,NON-WF ATM BAL INQUIRY FEE - 09/14 MACH ID B0NA 701 N. BROADWAYSECU ASHEVILLE NC 8392,2,debit,Transfer,Eric,,
09/16/13,2013,9,Transfer to WAY2SAVE? SAVINGS,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX4530,2,debit,Transfer,Eric,,
